county_fips,year,outage_occurrence,duration_mean,duration_median,duration_p90,long_share_8h,long_share_24h,severe_weather_share,severe_weather_count,outage_mean_customers_mean,outage_max_customers_mean,county_name,year_centered,log_duration_mean,log_duration_median,log_duration_p90,log_outage_mean_customers_mean,cvi_overall_mean,cvi_overall_p75,cvi_baseline_social_econ_mean,cvi_climate_all_mean,cvi_climate_extreme_events_mean,high_cvi_share,z_severe_weather_share,z_severe_weather_count,z_log_outage_mean_customers_mean,z_cvi_overall_mean,z_cvi_baseline_social_econ_mean,z_cvi_climate_extreme_events_mean,z_high_cvi_share
36005,2014,6,1.125,1.25,1.625,0.0,0.0,0.0,0,410.76984126984127,468.3333333333333,Bronx,-4.6170212765957785,0.7537718023763802,0.8109302162163288,0.965080896043587,6.020464555558792,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,-0.42477459267946466,-0.7220285378321424,-0.7212702880306345,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2015,69,1.6992753623188406,1.0,4.050000000000001,0.0,0.0,0.0,0,641.0918644011888,700.0144927536232,Bronx,-3.6170212765957785,0.9929833526624096,0.6931471805599453,1.6193882432872686,6.464731384421009,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,-0.42477459267946466,-0.7220285378321424,0.16025712698418537,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2016,76,2.1710526315789473,1.75,4.5,0.02631578947368421,0.0,0.0,0,630.851392787449,764.5526315789474,Bronx,-2.6170212765957785,1.154063593204324,1.0116009116784799,1.7047480922384253,6.448654228503042,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,-0.42477459267946466,-0.7220285378321424,0.12835635749965668,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2017,64,2.2421875,1.75,4.0,0.015625,0.0,0.0,0,578.8290965522657,692.734375,Bronx,-1.6170212765957785,1.1762482563110812,1.0116009116784799,1.6094379124341003,6.362733399002565,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,-0.42477459267946466,-0.7220285378321424,-0.04213030007831595,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2018,105,4.04047619047619,1.5,7.0,0.06666666666666667,0.009523809523809525,0.06666666666666667,7,1051.7881688202435,1371.2380952380952,Bronx,-0.6170212765957785,1.6175005598574512,0.9162907318741551,2.0794415416798357,6.959197322685191,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,1.1150822736450114,2.48807131279995,1.1413911033542405,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2019,78,2.1346153846153846,1.5,4.324999999999999,0.02564102564102564,0.0,0.05128205128205128,4,573.884406345859,719.1666666666666,Bronx,0.38297872340422145,1.142506482225335,0.9162907318741551,1.6724127115954888,6.354168988145636,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,0.7597306891085938,1.1123142339576249,-0.059124058048426936,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2020,105,7.0476190476190474,2.0,13.200000000000006,0.13333333333333333,0.02857142857142857,0.02857142857142857,3,812.8906459268045,1180.2952380952381,Bronx,1.3829787234042215,2.0853762771996505,1.0986122886681098,2.6532419646072154,6.701826015364635,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,0.23516406431673934,0.653728541010183,0.6307073239185317,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2021,106,4.169811320754717,2.25,7.75,0.09433962264150944,0.02830188679245283,0.0,0,451.04311522233223,530.6037735849056,Bronx,2.3829787234042215,1.6428361928359485,1.1786549963416462,2.169053700369523,6.113777562943144,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,-0.42477459267946466,-0.7220285378321424,-0.5361158519061725,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2022,155,2.391935483870968,1.25,5.5,0.05161290322580645,0.0,0.025806451612903226,4,515.2988188518149,579.4322580645161,Bronx,3.3829787234042215,1.2214006976635625,0.8109302162163288,1.8718021769015913,6.246685704166184,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,0.17129903299452606,1.1123142339576249,-0.2723955771631144,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
36005,2023,101,1.9702970297029703,1.5,4.0,0.0297029702970297,0.0,0.009900990099009901,1,665.0797069277136,725.3960396039604,Bronx,4.3829787234042215,1.0886619578149417,0.9162907318741551,1.6094379124341003,6.501409343450943,0.551359385291833,0.576604274136284,0.7607055170682526,0.43585838447996034,0.37043436032481325,0.7433628318584071,-0.19608297886889892,-0.2634428448847006,0.2330346208485866,1.5654945286060318,1.7155676470195924,-0.6716447077946944,1.859232810899498
