county_fips,year,month,outage_occurrence,outage_duration_mean,severe_weather_count,severe_weather_share,outage_mean_customers_mean,outage_max_customers_mean,county_name,year_centered,days_in_month,log_days,log_outage_occurrence,log_outage_duration_mean,log_outage_mean_customers
36081,2020,10,11.0,1.1136363636363635,1.0,0.09090909090909091,369.58852813852815,376.3636363636364,Queens,1.5,31,3.4339872044851463,2.4849066497880004,0.7484098592349947,5.915092358538172
36081,2020,11,11.0,3.0,0.0,0.0,665.64173553719,983.1818181818181,Queens,1.5,30,3.4011973816621555,2.4849066497880004,1.3862943611198906,6.502252773480484
36081,2020,12,21.0,9.607142857142858,0.0,0.0,431.46451139706517,535.4285714285714,Queens,1.5,31,3.4339872044851463,3.091042453358316,2.3615276286274955,6.069500268432013
36081,2021,1,14.0,1.5892857142857142,0.0,0.0,603.657214214357,693.5,Queens,2.5,31,3.4339872044851463,2.70805020110221,0.9513820516854251,6.40466170938372
36081,2021,2,29.0,9.862068965517242,0.0,0.0,358.5627459233277,576.5172413793103,Queens,2.5,28,3.332204510175204,3.4011973816621555,2.385276808839159,5.884888698574824
36081,2021,3,18.0,1.5277777777777777,0.0,0.0,638.6787718454385,737.3333333333334,Queens,2.5,31,3.4339872044851463,2.9444389791664403,0.9273405680607401,6.460966131358714
36081,2021,4,14.0,2.5535714285714284,0.0,0.0,672.7093190374441,819.4285714285714,Queens,2.5,30,3.4011973816621555,2.70805020110221,1.267953133989343,6.512798740492948
36081,2021,5,31.0,1.3306451612903225,0.0,0.0,483.6236791881953,498.258064516129,Queens,2.5,31,3.4339872044851463,3.4657359027997265,0.8461451225073953,6.183372670556778
36081,2021,6,22.0,5.034090909090909,0.0,0.0,558.7786281364802,775.1363636363636,Queens,2.5,30,3.4011973816621555,3.1354942159291497,1.7974252067637324,6.327541398675683
36081,2021,7,20.0,3.5625,0.0,0.0,675.1596774467363,1186.05,Queens,2.5,31,3.4339872044851463,3.044522437723423,1.5178707189086098,6.516429257390688
36081,2021,8,17.0,2.661764705882353,0.0,0.0,445.7416162845229,534.9411764705883,Queens,2.5,31,3.4339872044851463,2.8903717578961645,1.2979451912886009,6.101980387852313
36081,2021,9,13.0,4.230769230769231,0.0,0.0,547.454495641872,677.2307692307693,Queens,2.5,30,3.4011973816621555,2.6390573296152584,1.65455834771457,6.307104314818683
36081,2021,10,12.0,1.2916666666666667,0.0,0.0,549.856247918748,841.8333333333334,Queens,2.5,31,3.4339872044851463,2.5649493574615367,0.8292793548845253,6.311473882044974
36081,2021,11,12.0,3.0,0.0,0.0,424.0335705730606,527.25,Queens,2.5,30,3.4011973816621555,2.5649493574615367,1.3862943611198906,6.052168155388576
36081,2021,12,16.0,1.4375,0.0,0.0,453.0269230769231,528.4375,Queens,2.5,31,3.4339872044851463,2.833213344056216,0.8909729238898652,6.118156498214606
36081,2022,1,35.0,1.1857142857142857,0.0,0.0,617.0296365196366,711.5714285714286,Queens,3.5,31,3.4339872044851463,3.58351893845611,0.7819426793430765,6.426536411841253
36081,2022,2,27.0,5.166666666666667,1.0,0.037037037037037035,363.417243169363,509.8888888888889,Queens,3.5,28,3.332204510175204,3.332204510175204,1.8191584434161694,5.898299483611402
