term,coef,irr,p_value
Intercept,4.297881173233437,73.54380192215108,0.0
year_centered,0.08743453364813175,1.091370814038448,3.203928972761371e-59
z_severe_weather_count,0.09877838607445011,1.1038216502020228,1.511903998755737e-18
z_cvi_baseline_social_econ_mean,1.9074379383603919,6.735809114032318,1.9665406986514358e-116
z_cvi_climate_extreme_events_mean,0.4321412420663233,1.5405526906406661,1.2675976149293009e-27
z_high_cvi_share,-1.5054223871736716,0.22192353637706866,2.5189823961866727e-136
