county_fips,year,month,outage_occurrence,outage_duration_mean,severe_weather_count,severe_weather_share,outage_mean_customers_mean,outage_max_customers_mean
36047,2018,9,2,4.875,0,0.0,307.17532467532465,439.0
36047,2018,10,2,1.25,0,0.0,391.9583333333333,393.5
36047,2018,11,4,2.8125,0,0.0,283.2505804953561,298.75
36047,2018,12,2,1.375,0,0.0,846.1666666666666,852.5
36047,2019,1,13,3.326923076923077,0,0.0,364.86175472227757,396.46153846153845
36047,2019,2,24,4.697916666666667,0,0.0,467.80392404926874,579.4583333333334
36047,2019,3,6,14.791666666666666,0,0.0,961.7704491725768,1087.6666666666667
36047,2019,4,4,1.375,0,0.0,380.41875,503.75
36047,2019,5,5,1.3,0,0.0,221.1333333333333,223.2
36047,2019,6,12,4.625,0,0.0,418.38201688281544,464.9166666666667
36047,2019,7,20,7.0125,1,0.05,1329.931089436807,2881.4
36047,2019,8,8,2.375,0,0.0,807.5089743589743,872.625
36047,2019,9,1,0.5,0,0.0,207.5,209.0
36047,2019,10,4,2.0,0,0.0,358.48376623376623,466.25
36047,2019,11,8,3.78125,2,0.25,382.771626984127,391.875
36047,2019,12,17,5.720588235294118,0,0.0,578.2394716338304,671.5294117647059
36047,2020,1,10,1.525,0,0.0,316.12619047619046,339.4
36047,2020,2,4,2.75,1,0.25,363.2142857142857,548.0
36047,2020,3,5,4.3,0,0.0,660.2383597883597,904.4
36047,2020,5,3,1.75,0,0.0,476.8142857142857,492.3333333333333
36047,2020,6,4,7.875,0,0.0,548.1391141141141,989.5
36047,2020,7,24,6.010416666666667,0,0.0,425.4371334778297,584.2916666666666
36047,2020,8,11,38.86363636363637,1,0.09090909090909091,703.5390159553261,4433.272727272727
36047,2020,9,4,1.0,0,0.0,664.25,665.75
36047,2020,10,7,1.8928571428571428,1,0.14285714285714285,452.97755102040816,470.42857142857144
36047,2020,11,8,1.25,0,0.0,668.9932765151515,849.75
36047,2020,12,9,18.583333333333332,0,0.0,475.31620724897067,657.1111111111111
36047,2021,1,6,2.125,0,0.0,272.9527777777778,293.3333333333333
36047,2021,2,30,11.916666666666666,0,0.0,362.9649884502836,477.06666666666666
36047,2021,3,6,1.7083333333333333,0,0.0,366.871164021164,386.5
36047,2021,4,6,1.25,0,0.0,979.9523809523811,1047.6666666666667
36047,2021,5,6,3.9583333333333335,0,0.0,326.9745791245791,353.3333333333333
36047,2021,6,17,5.588235294117647,0,0.0,543.5197071847158,717.4117647058823
36047,2021,7,12,2.8125,0,0.0,649.2436814411079,722.0833333333334
36047,2021,8,20,4.525,0,0.0,330.67844580225227,380.15
36047,2021,9,10,6.25,0,0.0,399.7354186456412,497.0
36047,2021,10,6,1.7916666666666667,0,0.0,514.3562499999999,535.6666666666666
36047,2021,11,6,1.625,0,0.0,1038.486111111111,1049.5
36047,2021,12,1,0.75,0,0.0,416.0,510.0
36047,2022,1,27,5.018518518518518,0,0.0,322.02218592832975,413.962962962963
36047,2022,2,27,7.342592592592593,1,0.037037037037037035,265.67710038897894,314.48148148148147
36047,2022,3,12,1.2083333333333333,0,0.0,281.0472222222222,291.75
36047,2022,4,11,1.3181818181818181,2,0.18181818181818182,378.8618260527351,469.09090909090907
36047,2022,5,8,5.375,0,0.0,505.52359271523176,542.125
36047,2022,6,23,1.1195652173913044,0,0.0,385.538768115942,474.3478260869565
36047,2022,7,33,2.712121212121212,0,0.0,315.63367999802267,378.09090909090907
36047,2022,8,11,3.340909090909091,0,0.0,540.1566405074426,593.6363636363636
36047,2022,9,11,1.0454545454545454,0,0.0,298.6545454545454,341.6363636363636
36047,2022,10,6,1.1666666666666667,0,0.0,280.2548076923077,283.5
36047,2022,11,8,1.625,0,0.0,318.07320146958307,322.0
36047,2022,12,13,1.3846153846153846,1,0.07692307692307693,700.3839461820231,843.7692307692307
36047,2023,1,3,1.5833333333333333,0,0.0,286.95959595959596,302.6666666666667
36047,2023,2,1,26.0,0,0.0,405.74038461538464,647.0
36047,2023,3,3,5.75,0,0.0,253.35195360195362,273.0
36047,2023,4,1,1.5,0,0.0,479.3333333333333,544.0
36047,2023,5,8,1.84375,0,0.0,285.9466911764706,302.125
36047,2023,6,1,1.75,0,0.0,1466.2857142857142,1467.0
36047,2023,7,15,1.1333333333333333,0,0.0,308.23174603174607,364.26666666666665
36047,2023,8,1,1.25,0,0.0,318.4,345.0
36047,2023,9,12,7.958333333333333,0,0.0,332.8253928170595,482.0
36047,2023,10,5,3.7,0,0.0,295.28517213336943,323.6
36047,2023,11,5,1.8,0,0.0,389.6934173669468,442.8
36047,2023,12,4,3.0,0,0.0,482.6237745098039,655.25
36061,2015,1,9,4.138888888888889,0,0.0,256.5559983589395,294.8888888888889
36061,2015,2,17,6.911764705882353,0,0.0,293.38376046340767,359.3529411764706
36061,2015,3,16,4.859375,0,0.0,261.17626102900687,311.75
36061,2015,5,1,5.75,0,0.0,329.17391304347825,330.0
36061,2015,6,10,1.4,0,0.0,584.913842364532,585.5
36061,2015,7,9,4.555555555555555,0,0.0,413.5106586224233,449.77777777777777
36061,2015,8,2,3.0,0,0.0,518.21875,533.0
36061,2015,9,5,2.0,0,0.0,338.64473684210526,342.8
36061,2015,10,1,13.0,0,0.0,260.8076923076923,798.0
36061,2015,12,1,4.25,0,0.0,220.76470588235293,222.0
36061,2016,1,7,3.75,0,0.0,356.4354308390023,402.57142857142856
36061,2016,2,4,3.3125,0,0.0,293.14747983870967,308.75
36061,2016,4,2,6.5,0,0.0,285.1923076923077,296.5
36061,2016,5,2,5.75,0,0.0,216.53186274509804,226.0
36061,2016,6,1,5.5,0,0.0,220.45454545454547,221.0
36061,2016,7,3,8.75,0,0.0,722.4287626697266,799.0
36061,2016,8,6,4.625,0,0.0,508.68817878028403,593.5
36061,2016,9,2,8.25,0,0.0,217.84848484848484,220.0
36061,2016,10,1,1.75,0,0.0,494.0,494.0
36061,2016,12,2,2.75,0,0.0,224.70535714285714,244.0
36061,2017,1,3,1.8333333333333333,0,0.0,223.53333333333333,229.0
36061,2017,2,7,3.75,0,0.0,242.84073601987123,323.57142857142856
36061,2017,3,14,2.732142857142857,0,0.0,229.89985964635335,246.57142857142858
36061,2017,4,2,2.875,0,0.0,280.5,280.5
36061,2017,6,1,12.5,0,0.0,345.14,674.0
36061,2017,7,1,13.5,0,0.0,664.9444444444445,701.0
36061,2017,8,1,8.5,0,0.0,247.47058823529412,249.0
36061,2019,10,3,4.916666666666667,0,0.0,236.09717868338558,247.33333333333334
36061,2020,2,1,4.0,0,0.0,527.25,528.0
36061,2020,4,2,1.125,0,0.0,232.55,237.5
36061,2020,5,1,8.0,0,0.0,421.84375,612.0
36061,2020,6,2,7.125,0,0.0,291.02272727272725,378.0
36061,2020,8,10,5.6,6,0.6,13832.277855477854,96347.1
36061,2020,12,5,3.45,0,0.0,229.95142857142855,244.0
36061,2021,2,14,8.660714285714286,0,0.0,346.28462839990937,418.7142857142857
36061,2021,3,1,8.25,0,0.0,857.6060606060606,1230.0
36061,2021,4,1,5.5,0,0.0,366.3181818181818,423.0
36061,2021,6,10,2.9,0,0.0,245.05,256.7
36061,2021,7,5,2.6,0,0.0,844.9131578947369,998.4
36061,2021,8,3,0.5833333333333334,0,0.0,327.8888888888889,329.3333333333333
36061,2021,9,3,5.666666666666667,0,0.0,398.38357843137254,538.6666666666666
36061,2021,12,5,3.75,0,0.0,315.47234893957585,337.2
36061,2022,1,9,2.5277777777777777,0,0.0,293.78162503588857,308.0
36061,2022,2,6,1.625,0,0.0,397.33816425120773,405.5
36061,2022,3,3,0.8333333333333334,0,0.0,329.3333333333333,335.6666666666667
36061,2022,4,4,0.6875,2,0.5,1778.53125,1778.75
36061,2022,5,4,0.875,0,0.0,243.27272727272725,251.5
36061,2022,7,7,5.678571428571429,0,0.0,440.6483601831274,490.42857142857144
36061,2022,8,2,2.875,0,0.0,244.0,244.0
36061,2022,9,8,1.8125,0,0.0,289.9246031746032,302.25
36061,2022,12,1,6.0,0,0.0,468.7916666666667,495.0
36061,2023,1,1,1.75,0,0.0,286.7142857142857,338.0
36061,2023,3,4,2.0,0,0.0,497.0881578947368,511.75
36061,2023,4,2,5.5,0,0.0,250.26470588235293,286.0
36061,2023,7,1,8.0,0,0.0,322.625,346.0
36061,2023,8,1,5.75,0,0.0,404.0869565217391,538.0
36061,2023,9,4,1.0625,0,0.0,267.04545454545456,267.25
36061,2023,10,3,1.0833333333333333,0,0.0,264.6666666666667,264.6666666666667
36061,2023,11,2,0.875,0,0.0,292.0,292.0
36061,2023,12,4,3.3125,0,0.0,261.59999999999997,271.0
36081,2014,11,9,2.7222222222222223,0,0.0,720.5287561146051,949.2222222222222
36081,2014,12,5,1.55,0,0.0,407.04436974789917,413.6
36081,2015,1,16,3.875,0,0.0,433.2577361115382,653.25
36081,2015,2,27,5.546296296296297,0,0.0,296.86536705853604,397.8888888888889
36081,2015,3,21,6.273809523809524,0,0.0,365.19464190674,425.9047619047619
36081,2015,4,8,2.21875,0,0.0,385.67878151260504,528.625
36081,2015,5,15,2.1666666666666665,0,0.0,483.750509357972,695.6
36081,2015,6,24,2.0416666666666665,0,0.0,408.12581512073433,462.9583333333333
36081,2015,7,8,1.125,0,0.0,299.4732142857143,338.5
36081,2015,8,15,1.6833333333333333,0,0.0,511.14023809523803,620.8
36081,2015,9,11,1.0909090909090908,0,0.0,371.542663476874,380.27272727272725
36081,2015,10,12,1.0833333333333333,0,0.0,601.2689814814815,652.9166666666666
36081,2015,11,10,1.025,0,0.0,747.7,791.2
36081,2015,12,5,1.95,0,0.0,431.8759259259259,560.4
36081,2016,1,18,2.6805555555555554,0,0.0,304.43507642184113,328.8888888888889
36081,2016,2,18,2.638888888888889,0,0.0,876.6099830255628,1151.2777777777778
36081,2016,3,11,2.522727272727273,0,0.0,648.0568364008496,837.2727272727273
36081,2016,4,7,2.8214285714285716,0,0.0,779.9062585034014,1124.0
36081,2016,5,8,2.90625,0,0.0,891.7970004286494,1163.25
36081,2016,6,3,1.25,0,0.0,383.3666666666666,383.6666666666667
36081,2016,7,11,3.090909090909091,0,0.0,707.2876634308452,884.3636363636364
36081,2016,8,24,3.0104166666666665,0,0.0,548.8076850677977,766.8333333333334
36081,2016,9,11,1.9545454545454546,0,0.0,664.9126651126652,964.6363636363636
36081,2016,10,9,2.388888888888889,0,0.0,1261.7153820487156,1458.7777777777778
36081,2016,11,7,1.0,0,0.0,441.260544217687,445.14285714285717
36081,2016,12,13,4.3076923076923075,0,0.0,604.0433608137593,776.8461538461538
36081,2017,1,20,1.675,0,0.0,496.1852362914863,689.2
36081,2017,2,13,7.0576923076923075,0,0.0,476.8307192807193,762.5384615384615
36081,2017,3,22,2.215909090909091,2,0.09090909090909091,567.3354978354978,670.5
36081,2017,4,12,1.9166666666666667,0,0.0,728.2771125116714,888.6666666666666
36081,2017,5,11,1.4545454545454546,0,0.0,627.3432817182817,734.6363636363636
36081,2017,6,12,3.75,0,0.0,549.7439677290274,738.3333333333334
36081,2017,7,17,2.2058823529411766,0,0.0,711.8898689771188,921.0
36081,2017,8,10,1.2,0,0.0,588.349304029304,649.4
36081,2017,9,12,0.875,0,0.0,1276.9049145299145,1345.0833333333333
36081,2017,10,10,1.575,0,0.0,726.5137426900585,885.9
36081,2017,11,15,2.4833333333333334,0,0.0,562.7843702496334,630.6666666666666
36081,2017,12,21,1.0595238095238095,0,0.0,529.3164399092971,626.952380952381
36081,2018,1,33,2.7803030303030303,0,0.0,645.3939975749195,791.5151515151515
36081,2018,2,11,1.8863636363636365,0,0.0,534.0267148181587,588.3636363636364
36081,2018,3,29,6.612068965517241,4,0.13793103448275862,2425.5390163602574,3313.689655172414
36081,2018,4,9,2.5833333333333335,1,0.1111111111111111,648.1863734002623,876.7777777777778
36081,2018,5,17,1.8088235294117647,2,0.11764705882352941,640.4466386554623,693.6470588235294
36081,2018,6,15,2.216666666666667,0,0.0,597.7517147034253,707.6
36081,2018,7,28,2.3482142857142856,1,0.03571428571428571,471.7559481527245,642.0
36081,2018,8,25,3.01,0,0.0,439.7813640367252,726.44
36081,2018,9,7,2.5,0,0.0,453.4523809523809,512.0
36081,2018,10,14,1.2142857142857142,0,0.0,598.8633771929825,642.0
36081,2018,11,17,2.1323529411764706,0,0.0,454.2996927411273,623.4117647058823
36081,2018,12,11,1.8409090909090908,0,0.0,565.6050636232454,655.0
36081,2019,1,9,1.5555555555555556,0,0.0,455.74934640522883,533.5555555555555
36081,2019,2,22,2.2613636363636362,0,0.0,371.9425480885409,449.40909090909093
36081,2019,3,10,8.575,0,0.0,443.2427990708478,559.4
36081,2019,4,19,1.6710526315789473,0,0.0,441.6635756056809,468.36842105263156
36081,2019,5,11,1.2272727272727273,0,0.0,533.4350649350649,608.9090909090909
36081,2019,6,24,2.125,1,0.041666666666666664,400.37772607022606,466.875
36081,2019,7,25,6.25,1,0.04,872.0665701256023,2077.4
36081,2019,8,14,1.4107142857142858,0,0.0,602.7248299319727,680.7142857142857
36081,2019,9,2,0.875,0,0.0,368.1,368.5
36081,2019,10,16,3.046875,1,0.0625,550.0274302572376,785.625
36081,2019,11,11,4.4772727272727275,1,0.09090909090909091,825.2032828282828,1460.4545454545455
36081,2019,12,25,1.82,0,0.0,480.1052222222222,525.44
36081,2020,1,15,2.066666666666667,0,0.0,397.05735517568854,444.0
36081,2020,2,7,3.0714285714285716,1,0.14285714285714285,641.417970521542,947.5714285714286
36081,2020,3,12,2.0833333333333335,0,0.0,464.3233679057209,502.0
36081,2020,4,9,2.25,0,0.0,498.4904761904761,629.8888888888889
36081,2020,5,11,1.0227272727272727,1,0.09090909090909091,404.1753246753247,446.8181818181818
36081,2020,6,16,1.6875,0,0.0,418.90422181984684,546.75
36081,2020,7,34,4.727941176470588,0,0.0,547.5963177849385,795.9117647058823
36081,2020,8,24,12.760416666666666,0,0.0,1343.664721396204,3053.0416666666665
36081,2020,9,8,2.0625,0,0.0,429.60074404761906,566.75
36081,2020,10,11,1.1136363636363635,1,0.09090909090909091,369.58852813852815,376.3636363636364
36081,2020,11,11,3.0,0,0.0,665.64173553719,983.1818181818181
36081,2020,12,21,9.607142857142858,0,0.0,431.46451139706517,535.4285714285714
36081,2021,1,14,1.5892857142857142,0,0.0,603.657214214357,693.5
36081,2021,2,29,9.862068965517242,0,0.0,358.5627459233277,576.5172413793103
36081,2021,3,18,1.5277777777777777,0,0.0,638.6787718454385,737.3333333333334
36081,2021,4,14,2.5535714285714284,0,0.0,672.7093190374441,819.4285714285714
36081,2021,5,31,1.3306451612903225,0,0.0,483.6236791881953,498.258064516129
36081,2021,6,22,5.034090909090909,0,0.0,558.7786281364802,775.1363636363636
36081,2021,7,20,3.5625,0,0.0,675.1596774467363,1186.05
36081,2021,8,17,2.661764705882353,0,0.0,445.7416162845229,534.9411764705883
36081,2021,9,13,4.230769230769231,0,0.0,547.454495641872,677.2307692307693
36081,2021,10,12,1.2916666666666667,0,0.0,549.856247918748,841.8333333333334
36081,2021,11,12,3.0,0,0.0,424.0335705730606,527.25
36081,2021,12,16,1.4375,0,0.0,453.0269230769231,528.4375
36081,2022,1,35,1.1857142857142857,0,0.0,617.0296365196366,711.5714285714286
36081,2022,2,27,5.166666666666667,1,0.037037037037037035,363.417243169363,509.8888888888889
36081,2022,3,25,0.82,0,0.0,541.7375613275613,560.28
36081,2022,4,17,1.0588235294117647,2,0.11764705882352941,343.50756302521006,371.94117647058823
36081,2022,5,17,0.8529411764705882,0,0.0,333.9343137254902,337.11764705882354
36081,2022,6,29,2.3448275862068964,0,0.0,289.4597239082026,341.41379310344826
36081,2022,7,36,1.9305555555555556,0,0.0,516.0409854335435,631.5833333333334
36081,2022,8,28,2.5982142857142856,0,0.0,411.5816305150023,594.6785714285714
36081,2022,9,13,1.3846153846153846,0,0.0,483.1929487179487,575.3846153846154
36081,2022,10,28,1.2857142857142858,0,0.0,417.4109887136673,440.35714285714283
36081,2022,11,21,2.4642857142857144,0,0.0,646.1963447367251,845.2380952380952
36081,2022,12,29,2.0344827586206895,1,0.034482758620689655,513.6007183908046,686.2758620689655
36081,2023,1,14,1.0178571428571428,0,0.0,481.67302102659244,509.57142857142856
36081,2023,2,22,1.1477272727272727,0,0.0,725.0934388528138,756.0
36081,2023,3,10,2.0,1,0.1,552.2622222222222,640.6
36081,2023,4,17,1.1323529411764706,0,0.0,523.2739630467572,557.9411764705883
36081,2023,5,19,0.5263157894736842,0,0.0,425.781328320802,436.2105263157895
36081,2023,6,7,1.6071428571428572,0,0.0,423.98506069094304,459.14285714285717
36081,2023,7,25,2.01,0,0.0,500.8981629381371,595.44
36081,2023,8,21,2.130952380952381,0,0.0,497.3224537037037,559.3809523809524
36081,2023,9,17,4.397058823529412,0,0.0,453.3358008372869,692.8235294117648
36081,2023,10,8,1.03125,0,0.0,327.9744047619048,355.875
