state,county,tract_fips,county_fips,cvi_overall,cvi_baseline_all,cvi_baseline_health,cvi_baseline_social_econ,cvi_baseline_infra,cvi_baseline_env,cvi_climate_all,cvi_climate_health,cvi_climate_social_econ,cvi_climate_extreme_events,outage_rows_2014,outage_rows_2015,outage_rows_2016,outage_rows_2017,outage_rows_2018,outage_rows_2019,outage_rows_2020,outage_rows_2021,outage_rows_2022,outage_rows_2023,outage_unique_events_2014,outage_unique_events_2015,outage_unique_events_2016,outage_unique_events_2017,outage_unique_events_2018,outage_unique_events_2019,outage_unique_events_2020,outage_unique_events_2021,outage_unique_events_2022,outage_unique_events_2023,outage_rows_2014_2023,outage_unique_events_2014_2023
NY,Bronx,36005002702,36005,0.599527388447534,0.73785088380168,0.729247993876837,0.878987635167791,0.615785994786528,0.727381911375565,0.415096061308672,0.460031486887556,0.405731083464853,0.379525613573607,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005002800,36005,0.56167182297918,0.618163100278161,0.533978904381331,0.712623323571521,0.515676548306834,0.71037362485296,0.486350119913871,0.47859655505171,0.437044351598452,0.54340945309145,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005003100,36005,0.547477731499141,0.653316895815603,0.589245885857734,0.683815814397813,0.566370242473904,0.773835640532962,0.406358845743857,0.448570004194219,0.390244106805827,0.380262426231527,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005003300,36005,0.584079355501647,0.719562025117933,0.72082770829126,0.817688816069425,0.620762430384922,0.718969145726123,0.403435796013265,0.431081057368527,0.398963904439742,0.380262426231527,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005003500,36005,0.573686702421662,0.694459896700917,0.660659275151794,0.854773703464269,0.610517857042923,0.651888751144683,0.412655776715989,0.456186033366205,0.401518870550236,0.380262426231527,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005003700,36005,0.524731408646034,0.628601768128308,0.687166463426831,0.63828267683429,0.558542335333512,0.630415596918601,0.386237596003002,0.393297199005197,0.385153162772283,0.380262426231527,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005003800,36005,0.535012125713085,0.62833873908854,0.638404269343122,0.716829756963381,0.518310374755735,0.639810555291922,0.410576641212478,0.456414824466585,0.396153289938223,0.379161809232625,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005003900,36005,0.577229924697748,0.679649483187782,0.71511478685531,0.807107447503899,0.567985931222541,0.628389767169379,0.440670513377703,0.523245976302703,0.417891962623306,0.380873601207101,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005004001,36005,0.521596705554573,0.614412182949773,0.579318652878025,0.729216526130382,0.47627838568613,0.672835167104553,0.397842735694306,0.417477843098275,0.396888554752019,0.379161809232625,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005004100,36005,0.601301536513366,0.726815563900388,0.768275210902644,0.855993321181722,0.632629675279089,0.650364048238095,0.433949499997337,0.506575707751961,0.414399191032949,0.380873601207101,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005004200,36005,0.602774711618589,0.709442798669437,0.707492149007429,0.838148613446257,0.585821002466061,0.706309429758001,0.460550595550792,0.47991833491116,0.429642123193276,0.47209132854794,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005004300,36005,0.581889163297427,0.697722683610539,0.699590429822946,0.839895459807821,0.602355488459933,0.649049356351453,0.427444469546611,0.49138992313697,0.410069884295762,0.380873601207101,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005004400,36005,0.615715651234096,0.76217155827796,0.781452979462906,0.951359739624863,0.578952771864456,0.736920742159615,0.420441108508943,0.464814244470791,0.417347271823414,0.379161809232625,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005004600,36005,0.581554716291716,0.714437323086631,0.72516560134739,0.886714814432069,0.540132545094564,0.705736331472501,0.404377907231829,0.436587555038701,0.397384357424163,0.379161809232625,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005004800,36005,0.570917640333074,0.681184324597452,0.656744124314191,0.812590812085028,0.566832282910636,0.688570079079951,0.423895394647238,0.480648865567398,0.411875509141692,0.379161809232625,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005005001,36005,0.595697693479995,0.72946133041448,0.701613792103551,0.90729406968836,0.601273377180302,0.707664082685709,0.417346177567346,0.454475916836243,0.416689014658696,0.380873601207101,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005005002,36005,0.587680766672225,0.715344108943404,0.722472608978098,0.875547941111168,0.604993414977095,0.658362470707254,0.41746297697732,0.447484215921227,0.424031113803633,0.380873601207101,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005005100,36005,0.642420971510896,0.747757810137889,0.756199427968966,0.897945688552607,0.607899574157611,0.728986549872371,0.501971853341573,0.505107110534528,0.457398996398742,0.54340945309145,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005005200,36005,0.608703856245855,0.691203449480526,0.657696534172194,0.802141366100295,0.576128435689962,0.728847461959655,0.498704398599628,0.491563414138999,0.422153393045301,0.582396388614583,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
NY,Bronx,36005005300,36005,0.622200152691493,0.690375174598366,0.725326278071177,0.806025215063962,0.524721307292225,0.705427897966102,0.531300123482327,0.544630787431417,0.506223955712574,0.543045627302992,6,71,107,64,194,89,118,109,165,111,6,69,76,64,105,78,105,106,155,101,1034,865
