cluster,1,2,3,4,5,6,7,8,9,10,11,12
0,0.08510638297872339,0.058919803600654665,0.07692307692307693,0.057283142389525366,0.09001636661211128,0.08674304418985268,0.11783960720130933,0.15220949263502456,0.08674304418985268,0.06546644844517185,0.05564648117839608,0.06710310965630115
1,0.11461717843968583,0.08638350650340863,0.1477498956370994,0.08220648569449408,0.06755722842992079,0.07349909259979714,0.11927586788731119,0.08253877049892137,0.05749579829449716,0.05072561619468547,0.048015628089854503,0.06993493173032449
2,0.0847953216374269,0.14912280701754385,0.1111111111111111,0.1111111111111111,0.03508771929824561,0.07894736842105263,0.09064327485380116,0.19005847953216373,0.06725146198830409,0.023391812865497075,0.005847953216374269,0.05263157894736842
3,0.15175375805297064,0.10379384395132427,0.11882605583392987,0.07516105941302792,0.04724409448818897,0.10880458124552612,0.1224051539012169,0.06370794559770938,0.08375089477451682,0.031496062992125984,0.0408017179670723,0.05225483178239084
