tract_fips,1,2,3,4,5,6,7,8,9,10,11,12
36047018000,212,145,166,105,66,152,171,89,117,44,57,73
36047018100,212,145,166,105,66,152,171,89,117,44,57,73
36047018200,212,145,166,105,66,152,171,89,117,44,57,73
36047018300,212,145,166,105,66,152,171,89,117,44,57,73
36047018400,212,145,166,105,66,152,171,89,117,44,57,73
36047018501,212,145,166,105,66,152,171,89,117,44,57,73
36047018600,212,145,166,105,66,152,171,89,117,44,57,73
36047018700,212,145,166,105,66,152,171,89,117,44,57,73
36047018800,212,145,166,105,66,152,171,89,117,44,57,73
36047019000,212,145,166,105,66,152,171,89,117,44,57,73
36047019100,212,145,166,105,66,152,171,89,117,44,57,73
36047019200,212,145,166,105,66,152,171,89,117,44,57,73
36047019300,212,145,166,105,66,152,171,89,117,44,57,73
36047019400,212,145,166,105,66,152,171,89,117,44,57,73
36047019500,212,145,166,105,66,152,171,89,117,44,57,73
36047019600,212,145,166,105,66,152,171,89,117,44,57,73
36047019700,212,145,166,105,66,152,171,89,117,44,57,73
36047019800,212,145,166,105,66,152,171,89,117,44,57,73
36047019900,212,145,166,105,66,152,171,89,117,44,57,73
36047020000,212,145,166,105,66,152,171,89,117,44,57,73
36047020100,212,145,166,105,66,152,171,89,117,44,57,73
36047020200,212,145,166,105,66,152,171,89,117,44,57,73
36047020300,212,145,166,105,66,152,171,89,117,44,57,73
36047020400,212,145,166,105,66,152,171,89,117,44,57,73
36047020500,212,145,166,105,66,152,171,89,117,44,57,73
36047020600,212,145,166,105,66,152,171,89,117,44,57,73
36047020700,212,145,166,105,66,152,171,89,117,44,57,73
36047020800,212,145,166,105,66,152,171,89,117,44,57,73
36047021000,212,145,166,105,66,152,171,89,117,44,57,73
36047021100,212,145,166,105,66,152,171,89,117,44,57,73
36047021200,212,145,166,105,66,152,171,89,117,44,57,73
36047021300,212,145,166,105,66,152,171,89,117,44,57,73
36047021400,212,145,166,105,66,152,171,89,117,44,57,73
36047021500,212,145,166,105,66,152,171,89,117,44,57,73
36047021600,212,145,166,105,66,152,171,89,117,44,57,73
36047021700,212,145,166,105,66,152,171,89,117,44,57,73
36047021800,212,145,166,105,66,152,171,89,117,44,57,73
36047021900,212,145,166,105,66,152,171,89,117,44,57,73
36047022000,212,145,166,105,66,152,171,89,117,44,57,73
36047022100,212,145,166,105,66,152,171,89,117,44,57,73
36047022200,212,145,166,105,66,152,171,89,117,44,57,73
36047022400,212,145,166,105,66,152,171,89,117,44,57,73
36047022600,212,145,166,105,66,152,171,89,117,44,57,73
36047022700,212,145,166,105,66,152,171,89,117,44,57,73
36047022800,212,145,166,105,66,152,171,89,117,44,57,73
36047022900,212,145,166,105,66,152,171,89,117,44,57,73
36047023000,212,145,166,105,66,152,171,89,117,44,57,73
36047023100,212,145,166,105,66,152,171,89,117,44,57,73
36047023200,212,145,166,105,66,152,171,89,117,44,57,73
36047023300,212,145,166,105,66,152,171,89,117,44,57,73
36047023400,212,145,166,105,66,152,171,89,117,44,57,73
36047023500,212,145,166,105,66,152,171,89,117,44,57,73
36047023600,212,145,166,105,66,152,171,89,117,44,57,73
36047023800,212,145,166,105,66,152,171,89,117,44,57,73
36047024000,212,145,166,105,66,152,171,89,117,44,57,73
36047024100,212,145,166,105,66,152,171,89,117,44,57,73
36047024200,212,145,166,105,66,152,171,89,117,44,57,73
36047024300,212,145,166,105,66,152,171,89,117,44,57,73
36047024400,212,145,166,105,66,152,171,89,117,44,57,73
36047024500,212,145,166,105,66,152,171,89,117,44,57,73
36047024600,212,145,166,105,66,152,171,89,117,44,57,73
36047024700,212,145,166,105,66,152,171,89,117,44,57,73
36047024800,212,145,166,105,66,152,171,89,117,44,57,73
36047024900,212,145,166,105,66,152,171,89,117,44,57,73
36047025000,212,145,166,105,66,152,171,89,117,44,57,73
36047025100,212,145,166,105,66,152,171,89,117,44,57,73
36047025200,212,145,166,105,66,152,171,89,117,44,57,73
36047025300,212,145,166,105,66,152,171,89,117,44,57,73
36047025400,212,145,166,105,66,152,171,89,117,44,57,73
36047025500,212,145,166,105,66,152,171,89,117,44,57,73
36047025600,212,145,166,105,66,152,171,89,117,44,57,73
36047025700,212,145,166,105,66,152,171,89,117,44,57,73
36047025800,212,145,166,105,66,152,171,89,117,44,57,73
36047025901,212,145,166,105,66,152,171,89,117,44,57,73
36047025902,212,145,166,105,66,152,171,89,117,44,57,73
36047026000,212,145,166,105,66,152,171,89,117,44,57,73
36047026100,212,145,166,105,66,152,171,89,117,44,57,73
36047026200,212,145,166,105,66,152,171,89,117,44,57,73
36047026300,212,145,166,105,66,152,171,89,117,44,57,73
36047026400,212,145,166,105,66,152,171,89,117,44,57,73
36047026500,212,145,166,105,66,152,171,89,117,44,57,73
36047026600,212,145,166,105,66,152,171,89,117,44,57,73
36047026700,212,145,166,105,66,152,171,89,117,44,57,73
36047026800,212,145,166,105,66,152,171,89,117,44,57,73
36047026900,212,145,166,105,66,152,171,89,117,44,57,73
36047027000,212,145,166,105,66,152,171,89,117,44,57,73
36047027100,212,145,166,105,66,152,171,89,117,44,57,73
36047027200,212,145,166,105,66,152,171,89,117,44,57,73
36047027300,212,145,166,105,66,152,171,89,117,44,57,73
36047027400,212,145,166,105,66,152,171,89,117,44,57,73
36047027500,212,145,166,105,66,152,171,89,117,44,57,73
36047027600,212,145,166,105,66,152,171,89,117,44,57,73
36047027700,212,145,166,105,66,152,171,89,117,44,57,73
36047027800,212,145,166,105,66,152,171,89,117,44,57,73
36047027900,212,145,166,105,66,152,171,89,117,44,57,73
36047028000,212,145,166,105,66,152,171,89,117,44,57,73
36047028100,212,145,166,105,66,152,171,89,117,44,57,73
36047028200,212,145,166,105,66,152,171,89,117,44,57,73
36047028300,212,145,166,105,66,152,171,89,117,44,57,73
36047028400,212,145,166,105,66,152,171,89,117,44,57,73
36047028501,212,145,166,105,66,152,171,89,117,44,57,73
36047028502,212,145,166,105,66,152,171,89,117,44,57,73
36047028600,212,145,166,105,66,152,171,89,117,44,57,73
36047028700,212,145,166,105,66,152,171,89,117,44,57,73
36047028800,212,145,166,105,66,152,171,89,117,44,57,73
36047028900,212,145,166,105,66,152,171,89,117,44,57,73
36047029000,212,145,166,105,66,152,171,89,117,44,57,73
36047029100,212,145,166,105,66,152,171,89,117,44,57,73
36047029200,212,145,166,105,66,152,171,89,117,44,57,73
36047029300,212,145,166,105,66,152,171,89,117,44,57,73
36047029400,212,145,166,105,66,152,171,89,117,44,57,73
36047029500,212,145,166,105,66,152,171,89,117,44,57,73
36047029600,212,145,166,105,66,152,171,89,117,44,57,73
36047029700,212,145,166,105,66,152,171,89,117,44,57,73
36047029800,212,145,166,105,66,152,171,89,117,44,57,73
36047029900,212,145,166,105,66,152,171,89,117,44,57,73
36047030000,212,145,166,105,66,152,171,89,117,44,57,73
36047030100,212,145,166,105,66,152,171,89,117,44,57,73
36047030200,212,145,166,105,66,152,171,89,117,44,57,73
36047030300,212,145,166,105,66,152,171,89,117,44,57,73
36047030400,212,145,166,105,66,152,171,89,117,44,57,73
36047030500,212,145,166,105,66,152,171,89,117,44,57,73
36047030600,212,145,166,105,66,152,171,89,117,44,57,73
36047030700,212,145,166,105,66,152,171,89,117,44,57,73
36047030800,212,145,166,105,66,152,171,89,117,44,57,73
36047030900,212,145,166,105,66,152,171,89,117,44,57,73
36047031100,212,145,166,105,66,152,171,89,117,44,57,73
36047031300,212,145,166,105,66,152,171,89,117,44,57,73
36047031400,212,145,166,105,66,152,171,89,117,44,57,73
36047031500,212,145,166,105,66,152,171,89,117,44,57,73
36047031701,212,145,166,105,66,152,171,89,117,44,57,73
36047031702,212,145,166,105,66,152,171,89,117,44,57,73
36047031900,212,145,166,105,66,152,171,89,117,44,57,73
36047032100,212,145,166,105,66,152,171,89,117,44,57,73
36047032300,212,145,166,105,66,152,171,89,117,44,57,73
36047032500,212,145,166,105,66,152,171,89,117,44,57,73
36047032600,212,145,166,105,66,152,171,89,117,44,57,73
36047032700,212,145,166,105,66,152,171,89,117,44,57,73
36047032800,212,145,166,105,66,152,171,89,117,44,57,73
36047032900,212,145,166,105,66,152,171,89,117,44,57,73
36047033000,212,145,166,105,66,152,171,89,117,44,57,73
36047033100,212,145,166,105,66,152,171,89,117,44,57,73
36047033300,212,145,166,105,66,152,171,89,117,44,57,73
36047033500,212,145,166,105,66,152,171,89,117,44,57,73
36047033600,212,145,166,105,66,152,171,89,117,44,57,73
36047033700,212,145,166,105,66,152,171,89,117,44,57,73
36047033900,212,145,166,105,66,152,171,89,117,44,57,73
36047034000,212,145,166,105,66,152,171,89,117,44,57,73
36047034100,212,145,166,105,66,152,171,89,117,44,57,73
36047034200,212,145,166,105,66,152,171,89,117,44,57,73
36047034300,212,145,166,105,66,152,171,89,117,44,57,73
36047034500,212,145,166,105,66,152,171,89,117,44,57,73
36047034700,212,145,166,105,66,152,171,89,117,44,57,73
36047034800,212,145,166,105,66,152,171,89,117,44,57,73
36047034900,212,145,166,105,66,152,171,89,117,44,57,73
36047035000,212,145,166,105,66,152,171,89,117,44,57,73
36047035100,212,145,166,105,66,152,171,89,117,44,57,73
36047035200,212,145,166,105,66,152,171,89,117,44,57,73
36047035300,212,145,166,105,66,152,171,89,117,44,57,73
36047035400,212,145,166,105,66,152,171,89,117,44,57,73
36047035500,212,145,166,105,66,152,171,89,117,44,57,73
36047035601,212,145,166,105,66,152,171,89,117,44,57,73
36047035602,212,145,166,105,66,152,171,89,117,44,57,73
36047035700,212,145,166,105,66,152,171,89,117,44,57,73
36047035900,212,145,166,105,66,152,171,89,117,44,57,73
36047036001,212,145,166,105,66,152,171,89,117,44,57,73
36047036002,212,145,166,105,66,152,171,89,117,44,57,73
36047036100,212,145,166,105,66,152,171,89,117,44,57,73
36047036200,212,145,166,105,66,152,171,89,117,44,57,73
36047036300,212,145,166,105,66,152,171,89,117,44,57,73
36047036400,212,145,166,105,66,152,171,89,117,44,57,73
36047036501,212,145,166,105,66,152,171,89,117,44,57,73
36047036502,212,145,166,105,66,152,171,89,117,44,57,73
36047036600,212,145,166,105,66,152,171,89,117,44,57,73
36047036700,212,145,166,105,66,152,171,89,117,44,57,73
36047036900,212,145,166,105,66,152,171,89,117,44,57,73
36047037000,212,145,166,105,66,152,171,89,117,44,57,73
36047037100,212,145,166,105,66,152,171,89,117,44,57,73
36047037300,212,145,166,105,66,152,171,89,117,44,57,73
36047037401,212,145,166,105,66,152,171,89,117,44,57,73
36047037402,212,145,166,105,66,152,171,89,117,44,57,73
36047037500,212,145,166,105,66,152,171,89,117,44,57,73
36047037700,212,145,166,105,66,152,171,89,117,44,57,73
36047037900,212,145,166,105,66,152,171,89,117,44,57,73
36047038100,212,145,166,105,66,152,171,89,117,44,57,73
36047038200,212,145,166,105,66,152,171,89,117,44,57,73
36047038300,212,145,166,105,66,152,171,89,117,44,57,73
36047038500,212,145,166,105,66,152,171,89,117,44,57,73
36047038600,212,145,166,105,66,152,171,89,117,44,57,73
36047038700,212,145,166,105,66,152,171,89,117,44,57,73
36047038800,212,145,166,105,66,152,171,89,117,44,57,73
36047038900,212,145,166,105,66,152,171,89,117,44,57,73
36047039000,212,145,166,105,66,152,171,89,117,44,57,73
36047039100,212,145,166,105,66,152,171,89,117,44,57,73
36047039200,212,145,166,105,66,152,171,89,117,44,57,73
36047039300,212,145,166,105,66,152,171,89,117,44,57,73
36047039400,212,145,166,105,66,152,171,89,117,44,57,73
36047039500,212,145,166,105,66,152,171,89,117,44,57,73
36047039600,212,145,166,105,66,152,171,89,117,44,57,73
36047039700,212,145,166,105,66,152,171,89,117,44,57,73
36047039800,212,145,166,105,66,152,171,89,117,44,57,73
36047039900,212,145,166,105,66,152,171,89,117,44,57,73
36047040000,212,145,166,105,66,152,171,89,117,44,57,73
36047040100,212,145,166,105,66,152,171,89,117,44,57,73
36047040200,212,145,166,105,66,152,171,89,117,44,57,73
36047040300,212,145,166,105,66,152,171,89,117,44,57,73
36047040400,212,145,166,105,66,152,171,89,117,44,57,73
36047040500,212,145,166,105,66,152,171,89,117,44,57,73
36047040600,212,145,166,105,66,152,171,89,117,44,57,73
36047040700,212,145,166,105,66,152,171,89,117,44,57,73
36047040800,212,145,166,105,66,152,171,89,117,44,57,73
36047040900,212,145,166,105,66,152,171,89,117,44,57,73
36047041000,212,145,166,105,66,152,171,89,117,44,57,73
36047041100,212,145,166,105,66,152,171,89,117,44,57,73
36047041200,212,145,166,105,66,152,171,89,117,44,57,73
36047041300,212,145,166,105,66,152,171,89,117,44,57,73
36047041401,212,145,166,105,66,152,171,89,117,44,57,73
36047041402,212,145,166,105,66,152,171,89,117,44,57,73
36047041500,212,145,166,105,66,152,171,89,117,44,57,73
36047041600,212,145,166,105,66,152,171,89,117,44,57,73
36047041700,212,145,166,105,66,152,171,89,117,44,57,73
36047041800,212,145,166,105,66,152,171,89,117,44,57,73
36047041900,212,145,166,105,66,152,171,89,117,44,57,73
36047042000,212,145,166,105,66,152,171,89,117,44,57,73
36047042100,212,145,166,105,66,152,171,89,117,44,57,73
36047042200,212,145,166,105,66,152,171,89,117,44,57,73
36047042300,212,145,166,105,66,152,171,89,117,44,57,73
36047042400,212,145,166,105,66,152,171,89,117,44,57,73
36047042500,212,145,166,105,66,152,171,89,117,44,57,73
36047042600,212,145,166,105,66,152,171,89,117,44,57,73
36047042700,212,145,166,105,66,152,171,89,117,44,57,73
36047042800,212,145,166,105,66,152,171,89,117,44,57,73
36047042900,212,145,166,105,66,152,171,89,117,44,57,73
36047043000,212,145,166,105,66,152,171,89,117,44,57,73
36047043100,212,145,166,105,66,152,171,89,117,44,57,73
36047043200,212,145,166,105,66,152,171,89,117,44,57,73
36047043300,212,145,166,105,66,152,171,89,117,44,57,73
36047043400,212,145,166,105,66,152,171,89,117,44,57,73
36047043500,212,145,166,105,66,152,171,89,117,44,57,73
36047043600,212,145,166,105,66,152,171,89,117,44,57,73
36047043700,212,145,166,105,66,152,171,89,117,44,57,73
36047043800,212,145,166,105,66,152,171,89,117,44,57,73
36047043900,212,145,166,105,66,152,171,89,117,44,57,73
36047044000,212,145,166,105,66,152,171,89,117,44,57,73
36047044100,212,145,166,105,66,152,171,89,117,44,57,73
36047044200,212,145,166,105,66,152,171,89,117,44,57,73
36047044300,212,145,166,105,66,152,171,89,117,44,57,73
36047044400,212,145,166,105,66,152,171,89,117,44,57,73
36047044500,212,145,166,105,66,152,171,89,117,44,57,73
36047044600,212,145,166,105,66,152,171,89,117,44,57,73
36047044700,212,145,166,105,66,152,171,89,117,44,57,73
36047044800,212,145,166,105,66,152,171,89,117,44,57,73
36047044900,212,145,166,105,66,152,171,89,117,44,57,73
36047045000,212,145,166,105,66,152,171,89,117,44,57,73
36047045200,212,145,166,105,66,152,171,89,117,44,57,73
36047045300,212,145,166,105,66,152,171,89,117,44,57,73
36047045400,212,145,166,105,66,152,171,89,117,44,57,73
36047045600,212,145,166,105,66,152,171,89,117,44,57,73
36047045800,212,145,166,105,66,152,171,89,117,44,57,73
36047046000,212,145,166,105,66,152,171,89,117,44,57,73
36047046201,212,145,166,105,66,152,171,89,117,44,57,73
36047046202,212,145,166,105,66,152,171,89,117,44,57,73
36047046400,212,145,166,105,66,152,171,89,117,44,57,73
36047046800,212,145,166,105,66,152,171,89,117,44,57,73
36047047000,212,145,166,105,66,152,171,89,117,44,57,73
36047047200,212,145,166,105,66,152,171,89,117,44,57,73
36047047400,212,145,166,105,66,152,171,89,117,44,57,73
36047047600,212,145,166,105,66,152,171,89,117,44,57,73
36047047700,212,145,166,105,66,152,171,89,117,44,57,73
36047047800,212,145,166,105,66,152,171,89,117,44,57,73
36047048000,212,145,166,105,66,152,171,89,117,44,57,73
36047048100,212,145,166,105,66,152,171,89,117,44,57,73
36047048200,212,145,166,105,66,152,171,89,117,44,57,73
36047048400,212,145,166,105,66,152,171,89,117,44,57,73
36047048500,212,145,166,105,66,152,171,89,117,44,57,73
36047048600,212,145,166,105,66,152,171,89,117,44,57,73
36047048800,212,145,166,105,66,152,171,89,117,44,57,73
36047048900,212,145,166,105,66,152,171,89,117,44,57,73
36047049000,212,145,166,105,66,152,171,89,117,44,57,73
36047049100,212,145,166,105,66,152,171,89,117,44,57,73
36047049200,212,145,166,105,66,152,171,89,117,44,57,73
36047049300,212,145,166,105,66,152,171,89,117,44,57,73
36047049400,212,145,166,105,66,152,171,89,117,44,57,73
36047049500,212,145,166,105,66,152,171,89,117,44,57,73
36047049600,212,145,166,105,66,152,171,89,117,44,57,73
36047049700,212,145,166,105,66,152,171,89,117,44,57,73
36047049800,212,145,166,105,66,152,171,89,117,44,57,73
36047049900,212,145,166,105,66,152,171,89,117,44,57,73
36047050000,212,145,166,105,66,152,171,89,117,44,57,73
36047050100,212,145,166,105,66,152,171,89,117,44,57,73
36047050202,212,145,166,105,66,152,171,89,117,44,57,73
36047050300,212,145,166,105,66,152,171,89,117,44,57,73
36047050400,212,145,166,105,66,152,171,89,117,44,57,73
36047050500,212,145,166,105,66,152,171,89,117,44,57,73
36047050600,212,145,166,105,66,152,171,89,117,44,57,73
36047050700,212,145,166,105,66,152,171,89,117,44,57,73
36047050801,212,145,166,105,66,152,171,89,117,44,57,73
36047050803,212,145,166,105,66,152,171,89,117,44,57,73
36047050804,212,145,166,105,66,152,171,89,117,44,57,73
36047050900,212,145,166,105,66,152,171,89,117,44,57,73
36047051001,212,145,166,105,66,152,171,89,117,44,57,73
36047051002,212,145,166,105,66,152,171,89,117,44,57,73
36047051100,212,145,166,105,66,152,171,89,117,44,57,73
36047051200,212,145,166,105,66,152,171,89,117,44,57,73
36047051300,212,145,166,105,66,152,171,89,117,44,57,73
36047051400,212,145,166,105,66,152,171,89,117,44,57,73
36047051500,212,145,166,105,66,152,171,89,117,44,57,73
36047051601,212,145,166,105,66,152,171,89,117,44,57,73
36047051602,212,145,166,105,66,152,171,89,117,44,57,73
36047051700,212,145,166,105,66,152,171,89,117,44,57,73
36047051800,212,145,166,105,66,152,171,89,117,44,57,73
36047051900,212,145,166,105,66,152,171,89,117,44,57,73
36047052000,212,145,166,105,66,152,171,89,117,44,57,73
36047052300,212,145,166,105,66,152,171,89,117,44,57,73
36047052500,212,145,166,105,66,152,171,89,117,44,57,73
36047052600,212,145,166,105,66,152,171,89,117,44,57,73
36047052700,212,145,166,105,66,152,171,89,117,44,57,73
36047052800,212,145,166,105,66,152,171,89,117,44,57,73
36047052900,212,145,166,105,66,152,171,89,117,44,57,73
36047053000,212,145,166,105,66,152,171,89,117,44,57,73
36047053100,212,145,166,105,66,152,171,89,117,44,57,73
36047053200,212,145,166,105,66,152,171,89,117,44,57,73
36047053300,212,145,166,105,66,152,171,89,117,44,57,73
36047053400,212,145,166,105,66,152,171,89,117,44,57,73
36047053500,212,145,166,105,66,152,171,89,117,44,57,73
36047053700,212,145,166,105,66,152,171,89,117,44,57,73
36047053800,212,145,166,105,66,152,171,89,117,44,57,73
36047053900,212,145,166,105,66,152,171,89,117,44,57,73
36047054200,212,145,166,105,66,152,171,89,117,44,57,73
36047054300,212,145,166,105,66,152,171,89,117,44,57,73
36047054400,212,145,166,105,66,152,171,89,117,44,57,73
36047054500,212,145,166,105,66,152,171,89,117,44,57,73
36047054600,212,145,166,105,66,152,171,89,117,44,57,73
36047054700,212,145,166,105,66,152,171,89,117,44,57,73
36047054800,212,145,166,105,66,152,171,89,117,44,57,73
36047054900,212,145,166,105,66,152,171,89,117,44,57,73
36047055000,212,145,166,105,66,152,171,89,117,44,57,73
36047055100,212,145,166,105,66,152,171,89,117,44,57,73
36047055200,212,145,166,105,66,152,171,89,117,44,57,73
36047055300,212,145,166,105,66,152,171,89,117,44,57,73
36047055400,212,145,166,105,66,152,171,89,117,44,57,73
36047055500,212,145,166,105,66,152,171,89,117,44,57,73
36047055600,212,145,166,105,66,152,171,89,117,44,57,73
36047055700,212,145,166,105,66,152,171,89,117,44,57,73
36047055800,212,145,166,105,66,152,171,89,117,44,57,73
36047056000,212,145,166,105,66,152,171,89,117,44,57,73
36047056100,212,145,166,105,66,152,171,89,117,44,57,73
36047056200,212,145,166,105,66,152,171,89,117,44,57,73
36047056300,212,145,166,105,66,152,171,89,117,44,57,73
36047056400,212,145,166,105,66,152,171,89,117,44,57,73
36047056500,212,145,166,105,66,152,171,89,117,44,57,73
36047056600,212,145,166,105,66,152,171,89,117,44,57,73
36047056800,212,145,166,105,66,152,171,89,117,44,57,73
36047056900,212,145,166,105,66,152,171,89,117,44,57,73
36047057000,212,145,166,105,66,152,171,89,117,44,57,73
36047057100,212,145,166,105,66,152,171,89,117,44,57,73
36047057200,212,145,166,105,66,152,171,89,117,44,57,73
36047057300,212,145,166,105,66,152,171,89,117,44,57,73
36047057400,212,145,166,105,66,152,171,89,117,44,57,73
36047057500,212,145,166,105,66,152,171,89,117,44,57,73
36047057600,212,145,166,105,66,152,171,89,117,44,57,73
36047057800,212,145,166,105,66,152,171,89,117,44,57,73
36047057900,212,145,166,105,66,152,171,89,117,44,57,73
36047058000,212,145,166,105,66,152,171,89,117,44,57,73
36047058200,212,145,166,105,66,152,171,89,117,44,57,73
36047058400,212,145,166,105,66,152,171,89,117,44,57,73
36047058600,212,145,166,105,66,152,171,89,117,44,57,73
36047058800,212,145,166,105,66,152,171,89,117,44,57,73
36047058900,212,145,166,105,66,152,171,89,117,44,57,73
36047059000,212,145,166,105,66,152,171,89,117,44,57,73
36047059100,212,145,166,105,66,152,171,89,117,44,57,73
36047059200,212,145,166,105,66,152,171,89,117,44,57,73
36047059300,212,145,166,105,66,152,171,89,117,44,57,73
36047059401,212,145,166,105,66,152,171,89,117,44,57,73
36047059402,212,145,166,105,66,152,171,89,117,44,57,73
36047059600,212,145,166,105,66,152,171,89,117,44,57,73
36047059800,212,145,166,105,66,152,171,89,117,44,57,73
36047060000,212,145,166,105,66,152,171,89,117,44,57,73
36047060600,212,145,166,105,66,152,171,89,117,44,57,73
36047060800,212,145,166,105,66,152,171,89,117,44,57,73
36047061002,212,145,166,105,66,152,171,89,117,44,57,73
36047061003,212,145,166,105,66,152,171,89,117,44,57,73
36047061004,212,145,166,105,66,152,171,89,117,44,57,73
36047061200,212,145,166,105,66,152,171,89,117,44,57,73
36047061600,212,145,166,105,66,152,171,89,117,44,57,73
36047062000,212,145,166,105,66,152,171,89,117,44,57,73
36047062200,212,145,166,105,66,152,171,89,117,44,57,73
36047062600,212,145,166,105,66,152,171,89,117,44,57,73
36047062800,212,145,166,105,66,152,171,89,117,44,57,73
36047063200,212,145,166,105,66,152,171,89,117,44,57,73
36047063600,212,145,166,105,66,152,171,89,117,44,57,73
36047063800,212,145,166,105,66,152,171,89,117,44,57,73
36047064000,212,145,166,105,66,152,171,89,117,44,57,73
36047064200,212,145,166,105,66,152,171,89,117,44,57,73
36047064400,212,145,166,105,66,152,171,89,117,44,57,73
36047064600,212,145,166,105,66,152,171,89,117,44,57,73
36047064800,212,145,166,105,66,152,171,89,117,44,57,73
36047065000,212,145,166,105,66,152,171,89,117,44,57,73
36047065200,212,145,166,105,66,152,171,89,117,44,57,73
36047065400,212,145,166,105,66,152,171,89,117,44,57,73
36047065600,212,145,166,105,66,152,171,89,117,44,57,73
36047065800,212,145,166,105,66,152,171,89,117,44,57,73
36047066000,212,145,166,105,66,152,171,89,117,44,57,73
36047066200,212,145,166,105,66,152,171,89,117,44,57,73
36047066600,212,145,166,105,66,152,171,89,117,44,57,73
36047067000,212,145,166,105,66,152,171,89,117,44,57,73
36047067200,212,145,166,105,66,152,171,89,117,44,57,73
36047067400,212,145,166,105,66,152,171,89,117,44,57,73
36047067600,212,145,166,105,66,152,171,89,117,44,57,73
36047067800,212,145,166,105,66,152,171,89,117,44,57,73
36047068000,212,145,166,105,66,152,171,89,117,44,57,73
36047068200,212,145,166,105,66,152,171,89,117,44,57,73
36047068600,212,145,166,105,66,152,171,89,117,44,57,73
36047068800,212,145,166,105,66,152,171,89,117,44,57,73
36047069000,212,145,166,105,66,152,171,89,117,44,57,73
36047069200,212,145,166,105,66,152,171,89,117,44,57,73
36047069601,212,145,166,105,66,152,171,89,117,44,57,73
36047069602,212,145,166,105,66,152,171,89,117,44,57,73
36047069800,212,145,166,105,66,152,171,89,117,44,57,73
36047070000,212,145,166,105,66,152,171,89,117,44,57,73
36047070201,212,145,166,105,66,152,171,89,117,44,57,73
36047070202,212,145,166,105,66,152,171,89,117,44,57,73
36047070203,212,145,166,105,66,152,171,89,117,44,57,73
36047070600,212,145,166,105,66,152,171,89,117,44,57,73
36047072000,212,145,166,105,66,152,171,89,117,44,57,73
36047072200,212,145,166,105,66,152,171,89,117,44,57,73
36047072400,212,145,166,105,66,152,171,89,117,44,57,73
36047072600,212,145,166,105,66,152,171,89,117,44,57,73
36047072800,212,145,166,105,66,152,171,89,117,44,57,73
36047073000,212,145,166,105,66,152,171,89,117,44,57,73
36047073200,212,145,166,105,66,152,171,89,117,44,57,73
36047073400,212,145,166,105,66,152,171,89,117,44,57,73
36047073600,212,145,166,105,66,152,171,89,117,44,57,73
36047073800,212,145,166,105,66,152,171,89,117,44,57,73
36047074000,212,145,166,105,66,152,171,89,117,44,57,73
36047074200,212,145,166,105,66,152,171,89,117,44,57,73
36047074400,212,145,166,105,66,152,171,89,117,44,57,73
36047074600,212,145,166,105,66,152,171,89,117,44,57,73
36047074800,212,145,166,105,66,152,171,89,117,44,57,73
36047075000,212,145,166,105,66,152,171,89,117,44,57,73
36047075200,212,145,166,105,66,152,171,89,117,44,57,73
36047075400,212,145,166,105,66,152,171,89,117,44,57,73
36047075600,212,145,166,105,66,152,171,89,117,44,57,73
36047075800,212,145,166,105,66,152,171,89,117,44,57,73
36047076000,212,145,166,105,66,152,171,89,117,44,57,73
36047076200,212,145,166,105,66,152,171,89,117,44,57,73
36047076400,212,145,166,105,66,152,171,89,117,44,57,73
36047076600,212,145,166,105,66,152,171,89,117,44,57,73
36047076800,212,145,166,105,66,152,171,89,117,44,57,73
36047077000,212,145,166,105,66,152,171,89,117,44,57,73
36047077200,212,145,166,105,66,152,171,89,117,44,57,73
36047077400,212,145,166,105,66,152,171,89,117,44,57,73
36047077600,212,145,166,105,66,152,171,89,117,44,57,73
36047078000,212,145,166,105,66,152,171,89,117,44,57,73
36047078200,212,145,166,105,66,152,171,89,117,44,57,73
36047078400,212,145,166,105,66,152,171,89,117,44,57,73
36047078600,212,145,166,105,66,152,171,89,117,44,57,73
36047078800,212,145,166,105,66,152,171,89,117,44,57,73
36047079000,212,145,166,105,66,152,171,89,117,44,57,73
36047079200,212,145,166,105,66,152,171,89,117,44,57,73
36047079400,212,145,166,105,66,152,171,89,117,44,57,73
36047079601,212,145,166,105,66,152,171,89,117,44,57,73
36047079602,212,145,166,105,66,152,171,89,117,44,57,73
36047079801,212,145,166,105,66,152,171,89,117,44,57,73
36047079802,212,145,166,105,66,152,171,89,117,44,57,73
36047080000,212,145,166,105,66,152,171,89,117,44,57,73
36047080200,212,145,166,105,66,152,171,89,117,44,57,73
36047080400,212,145,166,105,66,152,171,89,117,44,57,73
36047080600,212,145,166,105,66,152,171,89,117,44,57,73
36047080800,212,145,166,105,66,152,171,89,117,44,57,73
36047081000,212,145,166,105,66,152,171,89,117,44,57,73
36047081400,212,145,166,105,66,152,171,89,117,44,57,73
36047081600,212,145,166,105,66,152,171,89,117,44,57,73
36047081800,212,145,166,105,66,152,171,89,117,44,57,73
36047082000,212,145,166,105,66,152,171,89,117,44,57,73
36047082200,212,145,166,105,66,152,171,89,117,44,57,73
36047082400,212,145,166,105,66,152,171,89,117,44,57,73
36047082600,212,145,166,105,66,152,171,89,117,44,57,73
36047082800,212,145,166,105,66,152,171,89,117,44,57,73
36047083000,212,145,166,105,66,152,171,89,117,44,57,73
36047083200,212,145,166,105,66,152,171,89,117,44,57,73
